energy,flat
11634.89,0.0001891851616072043
11644.908,3.598926015186083e-05
11654.944,9.678535435404562e-06
11664.998,8.409694145206698e-05
11675.07,-0.00012842560943374898
11684.862,-0.00019410514977858103
11694.969,-2.3417587810677695e-05
11705.093,-8.402868715114245e-05
11714.937,-0.0003481010470079141
11725.095,0.0001441059697665796
11734.974,7.080988000892609e-05
11744.867,0.00024421233274674693
11755.079,0.0003426688550189935
11765.009,0.0006553482125253731
11774.954,0.0010198962096039164
11784.918,0.0015397601081319065
11794.896,0.002106415531377267
11804.895,0.0029880042144066273
11814.909,0.004501565438312833
11824.94,0.0065049878042406205
11834.989,0.010299941384884059
11845.057,0.018996600556866843
11845.361,0.01930322918124923
11845.973,0.02030671614025213
11846.583,0.020964690930497343
11846.889,0.02140571498798436
11847.499,0.02243454527206158
11848.11,0.02342735025845306
11848.415,0.023939897110439465
11849.027,0.025023720520444742
11849.637,0.026413130694473822
11849.942,0.026879904444176546
11850.556,0.028335396077813182
11850.86,0.029082941035972185
11851.471,0.03057738180053294
11852.083,0.03262150605597336
11852.39,0.033420713954945856
11853.0,0.035288406246897795
11853.61,0.03782868280474018
11853.917,0.03902957295482772
11854.529,0.0415715963995601
11855.14,0.04478112698922079
11855.446,0.046097444731723676
11856.058,0.04976884922860634
11856.363,0.05184422031507607
11856.976,0.05612789603006758
11857.588,0.061446197798278056
11857.894,0.06368358229807132
11858.504,0.07038360562670896
11859.118,0.07799324318584981
11859.424,0.08162624001126283
11860.035,0.09166250077966089
11860.647,0.10344975524973098
11860.955,0.10922649298551994
11861.566,0.12568593336728479
11861.872,0.13540862012031366
11862.484,0.15950416642427656
11863.098,0.1907018942124888
11863.403,0.2063634671983323
11864.017,0.25666912677456716
11864.628,0.3270333925839832
11864.935,0.3691105907110068
11865.547,0.48269627428487155
11865.854,0.5375096025344942
11866.467,0.7097833392705419
11867.078,0.9383487628040046
11867.388,1.0691522527194894
11867.999,1.3556710852196387
11868.611,1.6596781615987122
11868.919,1.7678498759423746
11869.532,1.957182795516663
11870.145,1.9476073281694584
11870.451,1.890889287222989
11871.064,1.7065558774804641
11871.371,1.6259074405820104
11871.985,1.4247571461758195
11872.599,1.2739367035268803
11872.905,1.217425105576567
11873.518,1.1289956650420045
11874.133,1.0832847832384855
11874.439,1.074239882871109
11875.053,1.0720605539039476
11875.358,1.0781893739592538
11875.975,1.0988131623360304
11876.588,1.1185660887062274
11876.894,1.1248252794452904
11877.509,1.134057049400266
11878.123,1.1338076558378174
11878.43,1.1313004221370675
11879.044,1.123183658783054
11879.351,1.119105192391463
11879.966,1.1082201479614628
11880.58,1.098676941633617
11880.887,1.0949450410312709
11881.5,1.087581599901927
11882.116,1.0811837738970258
11882.424,1.0792039192740055
11883.037,1.0735667738674346
11883.652,1.068310876661894
11883.959,1.0661464671334127
11884.574,1.0610250844584685
11884.881,1.0592969193804178
11885.496,1.0550657743557577
11886.11,1.0511545130440871
11886.419,1.04902478245641
11887.034,1.0451402012578421
11887.648,1.0414008187106392
11887.955,1.0398903054807467
11888.572,1.0355714617250844
11888.879,1.0334266630498776
11889.493,1.0284626119990254
11890.109,1.0234286171968752
11890.417,1.0212310967035554
11891.032,1.0154978328720978
11891.648,1.010108859139835
11891.956,1.0074143716557056
11892.57,1.0018309748535907
11892.879,0.9998693821456046
11893.495,0.9939357972805802
11894.109,0.9886989642989072
11894.419,0.9861680676800236
11895.035,0.9809519021751029
11895.649,0.9758682650219768
11896.266,0.9713756508177782
11896.881,0.9669641870715336
11897.498,0.9626229012004495
11898.422,0.9568205970396761
11899.038,0.9537454812305742
11899.655,0.9506026976909104
11900.58,0.9467915742291061
11901.195,0.9449592733431521
11902.121,0.9427694116276322
11903.045,0.9414706019646769
11903.662,0.9412059083274505
11904.587,0.941453628777619
11905.513,0.9423202759019885
11906.438,0.9438449652604143
11907.363,0.9461720814736079
11908.291,0.9489799894104073
11909.215,0.9528068088284761
11910.143,0.9569804293714727
11911.068,0.9624144971015519
11912.303,0.9705656673254432
11913.229,0.9770072612317048
11914.156,0.9841724059808745
11915.392,0.9938887793470161
11916.318,1.0011122406903814
11917.556,1.011098689361176
11918.793,1.020196233763078
11919.719,1.0269395316985923
11920.957,1.0350259125761752
11922.193,1.0420799387422024
11923.432,1.0480911635331815
11924.669,1.0532624674473017
11925.908,1.057059756474581
11927.146,1.0598607145441705
11928.384,1.0618003848460966
11929.623,1.0631352492776858
11930.861,1.0639268429872015
11932.411,1.063005914561498
11933.651,1.0606532810153766
11934.891,1.0573749036482534
11936.441,1.0515029820864474
11937.992,1.044964597472445
11939.232,1.0390388316302799
11940.784,1.0305794195494997
11942.336,1.0219826783235395
11943.577,1.015568858774055
11945.13,1.0067820603267261
11946.684,0.999105542164432
11948.237,0.9916386704648542
11949.791,0.9856688149782615
11951.346,0.9804682768650067
11952.899,0.976596898739637
11954.767,0.9736833961918145
11956.322,0.9722166030446319
11957.878,0.9717685438805364
11959.745,0.9724556051798311
11961.301,0.9737823992359216
11963.171,0.9761636829258983
11964.729,0.9785713786118356
11966.598,0.9823570636405053
11968.47,0.9860574370802125
11970.027,0.9894809223004014
11971.9,0.9935844117908408
11973.771,0.9980212586140386
11975.644,1.0025618990389253
11977.519,1.007025108939975
11979.392,1.0113508672286677
11981.267,1.0157131606256076
11983.141,1.0197498311507076
11985.017,1.0239024390730842
11987.206,1.0282869276599707
11989.083,1.0317599728073361
11991.273,1.035440605616512
11993.151,1.037691349829053
11995.344,1.0395743610102193
11997.225,1.0403591101841654
11999.417,1.0401705596896864
12001.299,1.0389567334304335
12003.494,1.0363007793382988
12005.688,1.0325363837812889
12007.886,1.02790158080813
12010.083,1.0223208775932808
12012.282,1.016466567727686
12014.481,1.0101918728173631
12016.682,1.0040237681409163
12018.881,0.9985785540376585
12021.083,0.9934861360602331
12023.602,0.9890087809331255
12025.804,0.9861265068278642
12028.008,0.985176141733549
12030.527,0.9846445425226424
12032.733,0.9843117218047414
12035.257,0.9854081145916047
12037.78,0.987006525307461
12039.989,0.9884267376444762
12042.514,0.9909649663440588
12045.04,0.9940585765832536
12047.566,0.9971596337576951
12050.096,1.0003664577240055
12052.625,1.0035914125483123
12055.154,1.0065790683036524
12057.688,1.0094310728734883
12060.221,1.0120966305391532
12062.754,1.0142698675061523
12065.288,1.0163576624514654
12068.142,1.0184118679601797
12070.678,1.019375013617564
12073.218,1.0202486892050402
12076.073,1.020627471534171
12078.615,1.0205894825773618
12081.473,1.0200823408262463
12084.335,1.0190625541225313
12086.878,1.0181151473617929
12089.742,1.016479812632935
12092.606,1.0148603246590984
12095.474,1.0131691077222178
12098.34,1.0114525181436353
12101.209,1.0093983768084431
12104.08,1.0074237208119736
12106.952,1.0054560954766694
12109.825,1.003361918003075
12112.697,1.0013699370720301
12115.894,0.9993217018011873
12118.771,0.9979964534202935
12121.65,0.9966694194832557
12124.85,0.9954045220143455
12127.731,0.9949285387364144
12130.936,0.9945545599931341
12133.819,0.994398098792904
12137.027,0.9945412639114164
12140.235,0.9949571569981002
12143.445,0.9958112382604709
12146.337,0.9966719698482174
12149.551,0.998233351228839
12152.765,0.9998199120308662
12155.981,1.0015391954179007
12159.2,1.0030180686493484
12162.421,1.0046399398367736
12165.642,1.0060908198659164
12169.189,1.007145862167219
12172.415,1.0080294504402982
12175.643,1.0086963906206243
12178.872,1.0092059427228282
12182.426,1.0091528361513042
12185.658,1.0086213681549976
12189.218,1.0079033999222469
12192.452,1.0071458948020031
12196.016,1.005824601844591
12199.579,1.0047979213175362
12202.822,1.0034686371025647
12206.39,1.0022137485824465
12209.961,1.0008912562566934
12213.534,0.999768734477224
12217.107,0.9988077672770587
12220.686,0.9977340638478388
12224.263,0.9969395011656943
12227.845,0.9966370027840543
12231.427,0.9961009154689155
12235.013,0.9958564601941658
12238.927,0.9955020275892665
12242.516,0.9953860802874084
12246.108,0.9951091136386884
12250.029,0.9952429980783173
12253.625,0.9951473758781919
12257.55,0.9952907118596023
12261.152,0.995359734743242
12265.081,0.9956040680257119
12269.016,0.9957468626551536
12272.623,0.9961966685276468
12276.561,0.9964763665829915
12280.502,0.996841648265864
12284.445,0.9972032449377962
12288.391,0.9976308079591367
12292.338,0.9979598123598489
12296.289,0.9984561952623747
12300.243,0.9987467079562237
12304.198,0.9990526274014736
12308.158,0.999416220467059
12312.119,0.9993580402824974
12316.084,0.9992168869995403
12320.38,0.999115737688971
12324.349,0.9989447872729902
12328.652,0.998545435380055
12332.627,0.9980486784937369
12336.604,0.9976547275291876
12340.915,0.9970585140723316
12345.229,0.9964142881071548
12349.215,0.9958800592491158
12353.536,0.9951020382415132
12357.859,0.9943829063839895
12362.187,0.993723302823015
12366.183,0.9931734892838142
12370.515,0.9927260178832007
12374.851,0.9922702913447553
12379.189,0.9921378162431735
12383.532,0.9919135369810674
12387.876,0.992132489183914
12392.56,0.9923540166552198
12396.911,0.9924737218820279
12401.265,0.992852746134756
12405.621,0.9930870144100951
12410.317,0.9935536323481511
12414.682,0.993923236958192
12419.049,0.9944488797043938
12423.755,0.9945356127767279
12428.129,0.9948760646992166
12432.842,0.9951017422499
12437.56,0.9953402248099625
12441.942,0.995523948606393
12446.666,0.9956234092930655
12451.395,0.9956590744141324
12456.125,0.9956213742281481
12460.522,0.9955576028155232
12465.261,0.9953805831376668
12470.003,0.9951910309984232
12474.748,0.9952028653802926
12479.498,0.9951041955400327
12484.25,0.9949018566465444
12489.007,0.9948524418941693
12494.107,0.9948238313957237
12498.871,0.9945593012551338
12503.64,0.994503743176196
12508.411,0.9942109323862471
12513.527,0.9941818890852654
12518.307,0.9939132157380041
12523.432,0.9940129196964175
12528.22,0.9937426370193894
12533.352,0.9937439765955043
12538.146,0.9937307284487861
12543.288,0.994000524547585
12548.09,0.9940893553020228
12553.239,0.9941412145757298
12558.393,0.9943198243578446
12563.551,0.9947292849160221
12568.713,0.9951108378928665
12573.536,0.9954222129155221
12578.707,0.9956914979959414
12583.881,0.9960678021459016
12589.061,0.9964303227600264
12594.244,0.9967784231149663
12599.432,0.9970010525980781
12604.972,0.9974685475328375
12610.168,0.997734369775375
12615.369,0.9978354861921508
