energy,flat
9459.017,0.000272696067347077
9464.04,0.00021985609198755718
9468.992,-3.63625170579838e-05
9473.986,6.447504700554522e-05
9479.026,9.614117885262684e-05
9483.994,0.0001707977814682711
9489.005,0.00010069093685208553
9494.022,-0.00016449196792366766
9499.006,-7.38901937188334e-05
9503.995,-8.713015854959714e-05
9508.988,-0.00022830187019311275
9513.989,-0.0003212178715685966
9518.993,-0.00039174169999975535
9524.005,-0.0003591873147727581
9529.02,-0.00032897097737377045
9534.001,7.077354135241268e-05
9538.988,3.643411558479935e-05
9544.021,6.701408817712536e-05
9549.019,0.00010345567671616004
9554.021,0.00029256508006316243
9558.99,0.0004963949657427553
9563.965,0.0007942476736548561
9569.024,0.0010140865866960197
9574.01,0.004096126117421926
9579.0,0.00181270214395605
9583.996,0.0017730128537152407
9588.997,0.0021096360489232125
9594.004,0.0026540373145695333
9599.016,0.002966495406059979
9603.993,0.003899781493133493
9609.016,0.0045465934501077
9614.004,0.004933299902149918
9618.996,0.005625891190448054
9623.995,0.006746819863070173
9628.999,0.00803872712806245
9634.009,0.010604961123875066
9639.023,0.01312934344144494
9644.002,0.018034661872280134
9649.027,0.027015595254960237
9649.269,0.027733213618277876
9649.51,0.028610302330395826
9649.752,0.029210209085001018
9649.993,0.029984563712679775
9650.315,0.030903043462297258
9650.557,0.03167522892121213
9650.797,0.032707190445523886
9651.04,0.033178307080334965
9651.241,0.034104501576435804
9651.562,0.0354104458248174
9651.805,0.03602584100199322
9652.006,0.03718507684386133
9652.246,0.038102353630030096
9652.529,0.039220871895158056
9652.771,0.040815417934502864
9653.011,0.042002793553744484
9653.294,0.04343272368317527
9653.535,0.0446952171410228
9653.776,0.046652336264964775
9654.059,0.04811671784203721
9654.26,0.04967683441172844
9654.541,0.051243287474765475
9654.742,0.05339533530480993
9655.024,0.05572887639677178
9655.266,0.058009496524195174
9655.507,0.060485908928904465
9655.79,0.06268458401167545
9656.031,0.06520174792114439
9656.274,0.06850130489607216
9656.556,0.07130974504483839
9656.757,0.07416974074282957
9657.039,0.0778022803259938
9657.241,0.08153335419029041
9657.522,0.08645531921638407
9657.805,0.09137333521974354
9658.006,0.09665268963092326
9658.287,0.10198825134373021
9658.53,0.10872969642818002
9658.812,0.11688032915385245
9659.054,0.12532406734442525
9659.296,0.13454664526543508
9659.498,0.1453186802938517
9659.739,0.1575960850552321
9660.021,0.1760561717622267
9660.304,0.19429919715341257
9660.545,0.21483559219418907
9660.788,0.23764377242460116
9660.989,0.2626489987683916
9661.271,0.29459497726371664
9661.554,0.3265181457165723
9661.796,0.36067233862255277
9662.037,0.401865270663148
9662.238,0.4528482338768257
9662.521,0.5247317353040007
9662.804,0.6022291223787269
9663.047,0.6905045983372764
9663.288,0.7884809955909091
9663.53,0.8976309491962976
9663.771,1.0196809330306609
9664.055,1.1248913130954996
9664.297,1.2225014443868534
9664.538,1.3112651009203513
9664.781,1.3956105417986706
9665.023,1.480358444644053
9665.265,1.5378733815349264
9665.548,1.5851211319362826
9665.79,1.6213251145997225
9665.991,1.6463500977944536
9666.274,1.670648751043431
9666.557,1.6885985654596305
9666.759,1.7052128669718647
9667.002,1.7203256367687954
9667.283,1.7388364595076888
9667.525,1.759680423108823
9667.809,1.7764336086215131
9668.051,1.789782073017714
9668.253,1.7976230203056374
9668.536,1.7976283119390861
9668.778,1.7864531716587178
9669.02,1.761049298480468
9669.264,1.727130537477437
9669.505,1.6869879072743375
9669.747,1.640775355084868
9670.031,1.591164520468178
9670.272,1.53224095141185
9670.555,1.4827726388584188
9670.757,1.4338666189061653
9671.04,1.3888030287539759
9671.242,1.3442450425113868
9671.526,1.2993964848140416
9671.809,1.2665692432942384
9672.05,1.2358448720245032
9672.294,1.2096275613691567
9672.536,1.1851045561103848
9672.778,1.16078831446439
9673.021,1.1349568224059472
9673.264,1.11385194080625
9673.506,1.0945813738414454
9673.79,1.075994559064397
9673.992,1.0600329552278132
9674.274,1.0443360866468667
9674.517,1.0323798193535858
9674.8,1.0230098838915946
9675.002,1.0155665203981081
9675.285,1.0099150533615637
9675.568,1.005967227532989
9675.771,1.0031586921827633
9676.055,1.0015944118374889
9676.297,1.0013866549758652
9676.539,1.0006421166257906
9676.781,0.9993550572765983
9677.025,0.9982901954958343
9677.308,0.9966899833479673
9677.552,0.994987032384634
9677.794,0.9927183071804714
9678.036,0.9905359321853143
9678.279,0.988332282195757
9678.522,0.9847180656315391
9678.806,0.9830965494371098
9679.048,0.9809858596272187
9679.292,0.9786039189157654
9679.534,0.9772235745475282
9679.818,0.9749196552657049
9680.021,0.973154144731302
9680.304,0.9712908130609362
9680.546,0.9690486714859713
9680.79,0.9673485902564659
9681.032,0.9652612033775245
9681.275,0.9628998585432853
9681.56,0.9606957814537889
9681.802,0.958356028345162
9682.044,0.9558321408672427
9682.288,0.9525054417583176
9682.531,0.9501450117863048
9682.773,0.9457422859822101
9683.059,0.9427950126609324
9683.301,0.9396213920500063
9683.543,0.9360213836615945
9683.746,0.9318313423737815
9683.99,0.9277471138682337
9684.8,0.9107526134630006
9685.61,0.8933626159181702
9686.421,0.8755765217468219
9687.232,0.8590741742954817
9688.084,0.8439930482893605
9688.854,0.8323716943358344
9689.787,0.821088192337444
9690.64,0.8121429139374006
9691.573,0.804786671885691
9692.425,0.8010790285185538
9693.318,0.8012277727883647
9694.253,0.8071653144914455
9695.187,0.8192795361996199
9696.121,0.83797615086769
9697.096,0.8615354579737258
9698.071,0.8914045243856371
9699.047,0.9248838503539132
9700.021,0.9577979856709377
9701.039,0.9934469379967519
9702.056,1.0249681079989654
9703.072,1.051908110532901
9704.131,1.0754932945020275
9705.189,1.09241952135087
9706.247,1.106126817862897
9707.347,1.1153880546716375
9708.446,1.1205423034798636
9709.545,1.1212149847841015
9710.646,1.1191879051190514
9711.787,1.1151963603472854
9712.929,1.112030567185027
9714.07,1.1089615409758182
9715.212,1.1078814659775575
9716.395,1.1070630183057228
9717.537,1.107927318897956
9718.803,1.1100645788983103
9719.986,1.1111491004491132
9721.212,1.1101266494461584
9722.478,1.1058153548619531
9723.704,1.0978429248071746
9724.97,1.0874108447859954
9726.237,1.0744469470044464
9727.546,1.061207478297877
9728.814,1.0471328645676112
9730.124,1.0360213663477806
9731.475,1.0253484486189948
9732.825,1.0147303819428393
9734.176,1.0044637371626925
9735.527,0.9960588685094987
9736.88,0.9879696792279831
9738.231,0.9820127880768186
9739.625,0.9769378031023928
9741.061,0.9732836941479791
9742.291,0.9705865011155428
9743.892,0.9684730565589572
9745.368,0.9683841578626615
9746.806,0.9699194072648212
9748.283,0.9725419331766344
9749.804,0.9760118023446032
9751.242,0.9797504306168484
9752.804,0.9833615667951118
9754.244,0.9871727267234598
9755.807,0.9908855331439264
9757.37,0.9944007649479589
9758.893,0.9972735659786378
9760.292,1.000258397842443
9762.021,1.0025692752131106
9763.628,1.0043138689454403
9765.277,1.006126457292337
9766.885,1.0085263587668853
9768.494,1.0115635236427707
9770.103,1.0140661787163292
9771.754,1.017727449445809
9773.487,1.0221248413985589
9775.098,1.021292893759177
9776.832,1.0265170410059985
9778.527,1.030475799607812
9780.223,1.0325777364651423
9781.959,1.0341412282369082
9783.654,1.0347587888616052
9785.477,1.0350414124846803
9787.174,1.035543350694046
9788.995,1.0351497995170527
9790.776,1.0346778318545076
9792.561,1.0337425459773921
9794.384,1.0319130164204737
9796.167,1.0302378526070757
9797.994,1.028759677813797
9799.901,1.0263916168460074
9801.771,1.023609528477581
9803.641,1.020186433635638
9805.51,1.0178795943977132
9807.382,1.0146060372052788
9809.295,1.011350766930122
9811.209,1.0087582372943706
9813.124,1.0062971123721716
9815.122,1.0043103470512371
9817.039,1.002469199803269
9819.039,1.0009834802697062
9820.957,1.0002594301880865
9822.958,0.9988666867300504
9824.963,0.997263444424402
9827.007,0.9959278291100266
9829.011,0.9944900157515559
9831.101,0.9934574557113627
9833.106,0.993076764702219
9835.197,0.992224530818961
9837.29,0.9928548482106565
9839.383,0.9937201706415382
9841.476,0.9941205356602927
9843.611,0.9950916539483756
9845.707,0.9960003541179039
9847.846,0.9963442344672708
9849.984,0.9951876544277456
9852.208,0.996626891884633
9854.391,0.997238616203332
9856.575,0.9980030536783808
9858.761,0.9993342394646145
9860.947,1.0002613933729796
9863.176,1.0008335457119104
9865.405,1.0021853846236861
9867.637,1.0030749164244905
9869.995,1.0041051474721951
9872.187,1.0040016487736123
9874.505,1.0044063780930008
9876.782,1.0044026086992919
9879.103,1.0037716049642529
9881.425,1.0032350868106366
9883.749,1.0023739253520954
9886.073,1.0019344453682175
9888.44,1.0011200361831945
9890.852,1.0003886778370028
9893.179,0.9986329659626996
9895.634,0.9983082680883513
9898.049,0.9977570043700237
9900.464,0.9974024657820126
9902.882,0.9961106610792825
9905.512,0.9949851049301155
9907.761,0.9942266683171643
9910.225,0.9929556272791633
9912.688,0.9926742995262174
9915.239,0.9917806603063903
9917.75,0.9917315314314394
9920.26,0.9905787534032777
9922.771,0.9903685980406405
9925.286,0.989856045358148
9927.842,0.989397270066247
9930.4,0.9882595489760821
9932.961,0.9882059378550365
9935.564,0.987475267410189
9938.214,0.9869016660024426
9940.776,0.9858116801817651
9943.429,0.9856275992649786
9946.038,0.9856376399589131
9948.691,0.9852963683176559
9951.177,0.9852003792900281
9954.089,0.985165570790462
9956.747,0.9849896093538298
9959.45,0.9853950445104223
9962.153,0.9855689069276488
9964.86,0.9856173918187703
9967.653,0.9862173331003832
9970.405,0.9867723066385249
9973.157,0.9867954368188162
9975.912,0.9877576822876596
9978.712,0.9882318107511127
9981.47,0.9880822401498771
9984.272,0.9880728174625135
9987.12,0.9885654157976613
9989.926,0.989323506533221
9992.776,0.9898093898323936
9995.628,0.9905096477554864
9998.524,0.990458121383063
10001.38,0.9901766826993116
10004.33,0.9903522090867999
10007.23,0.9901870721432199
10010.13,0.9904893492210888
10013.04,0.9898674571808431
10015.99,0.9898153914504234
10018.94,0.9897214912120187
10021.98,0.9892855951017477
10024.9,0.9890608373722951
10027.94,0.9894085743260097
10030.9,0.9885984041982111
10033.95,0.9887507969566264
10036.96,0.9884874255986683
10040.01,0.9880604547664755
10042.89,0.9883618978506582
10046.16,0.9885060717466404
10049.18,0.9881734531956587
10052.28,0.9885293781697154
10055.39,0.9885806941123484
10058.5,0.988814775323295
10061.6,0.9891565463626559
